"subject"	"activity"	"tbodyaccjerkmeanx"	"tbodyaccjerkmeany"	"tbodyaccjerkmeanz"	"tbodyaccjerkstdx"	"tbodyaccjerkstdy"	"tbodyaccjerkstdz"	"tbodyaccjerkmagmean"	"tbodyaccjerkmagstd"	"fbodyaccjerkmeanx"	"fbodyaccjerkmeany"	"fbodyaccjerkmeanz"	"fbodyaccjerkstdx"	"fbodyaccjerkstdy"	"fbodyaccjerkstdz"	"fbodyaccjerkmeanfreqx"	"fbodyaccjerkmeanfreqy"	"fbodyaccjerkmeanfreqz"	"fbodybodyaccjerkmagmean"	"fbodybodyaccjerkmagstd"	"fbodybodyaccjerkmagmeanfreq"	"angletbodyaccjerkmeangravitymean"
12	"SITTING"	0.0677278405555556	0.0122138340405556	0.0145237405272222	-0.980649901666667	-0.967265758703704	-0.971215586851852	-0.974790100185185	-0.969390768518518	-0.980807102037037	-0.967601239814815	-0.96751604037037	-0.982334794074074	-0.969310807222222	-0.973584312777778	0.162083777618519	-0.0955023212759259	-0.0871548952962963	-0.96969765537037	-0.968150814814815	0.194988846518519	-0.00974507100555556
12	"STANDING"	0.0751915112830189	0.00694700354075472	-0.0108420294035849	-0.976403544716981	-0.965810609622642	-0.972060053207547	-0.973381306226415	-0.968566356037736	-0.976323086226415	-0.967165093018868	-0.968229643018868	-0.978729082830189	-0.966850290188679	-0.974533710754717	0.098774853689	-0.188479735466038	-0.0891602062907547	-0.967417888301887	-0.969092161886792	0.256759439860377	-0.0238336055150943
12	"WALKING"	0.0874548134807017	0.00232107407017544	-0.0252596193842105	-0.285240086322807	-0.0636309586087719	-0.271952812397895	-0.190649807473684	-0.0800796373315789	-0.311136229578947	-0.132260638992982	-0.238537097145614	-0.32258823947193	-0.051492445845614	-0.303512658259649	-0.27160906047193	-0.352216690578947	-0.140508472454561	-0.0686857239526316	-0.100977016192982	-0.00434400282280702	-0.0151744994210526
12	"WALKING_DOWNSTAIRS"	0.100943887689796	-0.0160497955163265	-0.0184412979326531	0.0665495863836735	-0.0394805856938776	-0.181920770326531	-0.0210195908734694	0.184678151653061	0.0130763868918367	-0.118197984734694	-0.126586344816327	0.0257958727284082	-0.0204602318979592	-0.236282990306122	-0.339270308040816	-0.435526190857143	-0.217830007161224	0.175400534081633	0.185086324497959	-0.0443974882338775	-0.0271440592857143
12	"WALKING_UPSTAIRS"	0.0496169183039216	0.00237857956862745	-0.00117861670196078	-0.307380355235294	-0.271921964809608	-0.50766658627451	-0.317477591411765	-0.301373641411765	-0.35906232545098	-0.324728171217647	-0.497341677843137	-0.316026382078431	-0.263903927015686	-0.51716418627451	-0.407783361490196	-0.448040647647059	-0.539961302137255	-0.296277504731373	-0.313941443373333	-0.0621609898117647	0.00993874890196079
13	"LAYING"	0.0891401616835443	0.0235905652979747	-0.0164727192763291	-0.976171514936709	-0.977473477468354	-0.969982224303797	-0.976362129113924	-0.966644126455696	-0.975705916835443	-0.976849013037975	-0.966234319367089	-0.979048422911392	-0.980031796455696	-0.972398520506329	0.129783086825316	0.017531933043038	0.105994709641772	-0.96589307721519	-0.96685346443038	0.334908152582278	-0.00600350497341772
13	"SITTING"	0.0785593947916667	-0.00604321059141667	-0.0103136624545833	-0.985537324583333	-0.981247181041667	-0.985419673958333	-0.986302300833333	-0.981175412708333	-0.985397900208333	-0.98068451	-0.983134390625	-0.987142692291667	-0.983464540208333	-0.986312963125	0.225623223375	0.0597191872604167	0.0137879321145833	-0.981410555625	-0.9798582075	0.310729611291667	-0.0265315405729167
13	"STANDING"	0.0753739045185185	0.00814951727462963	0.00322153267648148	-0.989198879814815	-0.976442140740741	-0.982610899259259	-0.984920797777778	-0.979932239074074	-0.989029238518519	-0.976177675	-0.979477193333333	-0.990414086851852	-0.97858173	-0.984465744444444	0.267296230824074	-0.0598195579537037	0.0692831244296296	-0.979745872037037	-0.979135440925926	0.308060633885185	-0.00820462124444444
13	"WALKING"	0.0673870792241379	0.0160960748396552	-0.0139035248827586	-0.263986913017241	0.168503355	-0.325926493689655	-0.117157038	-0.0729359173086207	-0.309755286551724	0.0531399297194828	-0.285270330475517	-0.283214899103448	0.2153864173	-0.365862113172414	-0.285345970241379	-0.389361423086207	-0.17813041007069	-0.0572289381710345	-0.104957689982759	0.0451697764103448	0.020309874
13	"WALKING_DOWNSTAIRS"	0.109452848547619	-0.031171149547619	-0.0178810773166667	0.134852449144048	0.0423988706261905	-0.227819267642857	0.0382314636778571	0.175064210457143	0.097029701397619	-0.00761948545238095	-0.151822399595238	0.0693522210452381	0.0257959228428571	-0.303550557428571	-0.245161169440476	-0.431222842619048	-0.182448622616667	0.202433560952381	0.127303939771429	0.0785172296	-0.0862115778095238
13	"WALKING_UPSTAIRS"	0.0754192596065217	0.00482746604347826	-0.0397063945217391	-0.283977294021739	-0.246397957130435	-0.571125105217391	-0.301366990434783	-0.340318062282609	-0.309358312604348	-0.270717934221739	-0.524159972826087	-0.323085540152174	-0.272743753717391	-0.617649931086957	-0.26136267965913	-0.41487402876087	-0.481873822608696	-0.286394892302174	-0.42443606676087	0.16755973135	-0.00567735353695652
14	"LAYING"	0.0851348996511628	0.0205202320472093	-0.0312480716511628	-0.974332974651163	-0.95128829372093	-0.969341829069767	-0.965003269767442	-0.965718866046512	-0.974219002790698	-0.951742713023256	-0.964053421860465	-0.976914210232558	-0.954357377906977	-0.973515524651163	-0.0520530550697674	-0.28378471627907	-0.103212985483721	-0.963947544186047	-0.967319980697674	0.222992887325581	0.217825010674419
14	"SITTING"	0.074594536	0.00158912212258064	-0.00161097953548387	-0.990650921612903	-0.978241997741935	-0.985998630322581	-0.98683754483871	-0.984789917096774	-0.990956008709677	-0.978187818709677	-0.983338044516129	-0.991169785806452	-0.979970480967742	-0.987330661612903	0.213405798645161	-0.080689477203871	0.0302902186129032	-0.984208253870968	-0.984493189677419	0.325395441741935	0.0211220461741935
14	"STANDING"	0.07545660925	0.00654525463730769	-0.00642891031019231	-0.988101371538462	-0.974154472884615	-0.984483700769231	-0.984168818076923	-0.982193381923077	-0.987894813461539	-0.974164420384615	-0.981615730576923	-0.989484479038462	-0.976085486538461	-0.986028577115385	0.218115922	-0.138106713781731	0.0506341212096154	-0.981430226923077	-0.982057686538462	0.305829920217308	0.0221984333576923
14	"WALKING"	0.0721720712281081	0.00351115201418919	-0.00335098680675676	-0.607620931621622	-0.382619718513514	-0.675601403648649	-0.538291424594595	-0.542870062567568	-0.625595376891892	-0.43445519972973	-0.659286392837838	-0.624145724594595	-0.367760098378378	-0.690413386081081	-0.223500510481081	-0.54613878577027	-0.463291946486486	-0.564591342162162	-0.51900424972973	0.135338842345946	0.0971389151824324
14	"WALKING_DOWNSTAIRS"	0.110656929396552	-0.0195416626931035	-0.0113348791672414	-0.501968387931034	-0.371661522413793	-0.711494695517241	-0.50048333137931	-0.482976929827586	-0.525789450689655	-0.415699643793103	-0.686843959310345	-0.522153341034483	-0.365719830448276	-0.734990064137931	-0.419732508103448	-0.544902332586207	-0.423798006068966	-0.471642111551724	-0.502224768103448	-0.000259638109310345	-0.0854018992413793
14	"WALKING_UPSTAIRS"	0.0740041435707692	0.00925514041553846	-0.0116906813498462	-0.663642746307692	-0.627131235692308	-0.812458372307692	-0.679160843538462	-0.674513059846154	-0.668208156461538	-0.640849424923077	-0.793266971230769	-0.690213625846154	-0.638086010153846	-0.830526636615385	-0.410294109653846	-0.601971415384615	-0.612389227538462	-0.654795110615385	-0.703433692615385	0.0278971843696923	0.0261519510461538
15	"LAYING"	0.0866502529210526	0.0124420033513158	-0.00614755098663158	-0.989315824868421	-0.987182887763158	-0.989064628947368	-0.989970604210526	-0.989101949473684	-0.989224043947368	-0.987115080789474	-0.987308252236842	-0.990410106973684	-0.988238648552632	-0.989370490789474	0.137090425315789	0.127044302263158	0.148820983839737	-0.989138184473684	-0.987901463289474	0.350704034325	0.02649011025
15	"SITTING"	0.0764443226333333	0.00692238958961538	-0.00780237981320513	-0.99225839525641	-0.986215215641026	-0.99000871051282	-0.990898435769231	-0.989986111666667	-0.992025427435897	-0.985862886410256	-0.987989982948718	-0.99329986051282	-0.987754588717949	-0.990693114358974	0.17657695075641	0.0466390168589744	0.0548784456073077	-0.989481942820513	-0.989521272820513	0.336786740217949	0.0334113465417949
15	"STANDING"	0.074845562559322	0.00831109136745763	-0.0020459082820339	-0.991747906440678	-0.976533796610169	-0.987709115254237	-0.988017344576271	-0.983634216949153	-0.991789283389831	-0.976897070169492	-0.985856198813559	-0.99247710440678	-0.977864733050847	-0.988132875932203	0.281145693679661	-0.0766414916838983	0.0598730290962712	-0.983862813389831	-0.98221430220339	0.216519952137288	0.0299138870084746
15	"WALKING"	0.0652303740728813	0.0196712144372881	-0.00618305784355932	-0.328452881355932	-0.261863589338983	-0.397483516101695	-0.290758024915254	-0.279350754237288	-0.36422676440678	-0.298531982474576	-0.398673189830508	-0.351065957627119	-0.271952157220339	-0.396530418305085	-0.254935528889831	-0.408094837118644	-0.245889004932203	-0.293358341186441	-0.268948465423729	0.0423616587694915	-0.00473099461016949
15	"WALKING_DOWNSTAIRS"	0.126150786210714	-0.0123892016785714	-0.0204939484214286	-0.131000451082143	-0.125515929928607	-0.399815865714286	-0.166151583982143	-0.131164357535714	-0.212058025285714	-0.1912406101	-0.3878870475	-0.125375510521429	-0.113006749471429	-0.41020561	-0.513851280714286	-0.401481802142857	-0.376358894107143	-0.183914618642857	-0.0746455515892857	-0.0606144656857143	-0.0350220044285714
15	"WALKING_UPSTAIRS"	0.0850826925714286	-0.00237001722535714	-0.0184385532535714	-0.316369551428571	-0.434578057857143	-0.684610709642857	-0.426572918928571	-0.363669010357143	-0.3362015025	-0.456971522857143	-0.645524775357143	-0.358171082857143	-0.448653693928571	-0.723357925714286	-0.26631610975	-0.518777816785714	-0.367766434428571	-0.3279722225	-0.417533995	0.07539448725	0.0425863267857143
16	"LAYING"	0.0766268551324324	0.0126491088851351	-0.000685549292837838	-0.986471899324324	-0.985159461756757	-0.989685146621622	-0.988372773648649	-0.988586771351351	-0.986679572567568	-0.985257277297297	-0.988033129054054	-0.987477465405405	-0.986116008783784	-0.989901169864865	0.0961256024564865	0.0629930660081081	0.148092918859459	-0.988098902567568	-0.988174859594595	0.405104858945946	-0.00947344800405405
16	"SITTING"	0.0779038963571429	0.004670724222	-0.00611285425957143	-0.990658097857143	-0.985097470714286	-0.988904001571429	-0.989467178285714	-0.989200539571429	-0.990839607428571	-0.985238583714286	-0.987087721142857	-0.991292270714286	-0.986083114	-0.989282516857143	0.194318820804286	-0.0105794955342857	0.03477278444	-0.988773269428571	-0.988531651142857	0.357920769852857	0.0256382561075714
16	"STANDING"	0.074969980825	0.0122433312349875	-0.00137950299425	-0.987628362	-0.975829725	-0.987354788	-0.985347620125	-0.98415908975	-0.987771749375	-0.97586868	-0.9851113755	-0.98860681	-0.977605582	-0.98820826225	0.29614372759125	-0.03292309817125	0.055479501535	-0.984151646	-0.983022277625	0.3290143599625	0.03469933958
16	"WALKING"	0.0629198220065217	-0.0044043744826087	-0.0173120957391304	-0.310870866956522	-0.112987287572826	-0.391736838478261	-0.229890842826087	-0.25717479673913	-0.338667735217391	-0.201718639304348	-0.376439531086957	-0.343501624130435	-0.0758775419021739	-0.405393167173913	-0.260402023843478	-0.226372049	-0.193566420565217	-0.258985894130435	-0.26042340923913	-0.00105656107826087	0.0603042667326087
16	"WALKING_DOWNSTAIRS"	0.094706794	0.00164071983863636	-0.00429293453636364	-0.0614543781113636	-0.100529561540909	-0.398576572272727	-0.126084513261364	-0.0713617407409091	-0.113121042811364	-0.160420485295455	-0.355829669090909	-0.0932747580454545	-0.0973140417318182	-0.439878759318182	-0.406808825909091	-0.405538116272727	-0.249736136363636	-0.0651882996590909	-0.0889003984477273	-0.0146780354590909	-0.0273205357272727
16	"WALKING_UPSTAIRS"	0.0770667649557692	-0.0199508241769231	0.00160353859615385	-0.359442591980769	-0.399771623846154	-0.660000060384615	-0.429200619615385	-0.387441452307692	-0.378865327288462	-0.415269127115385	-0.626798483846154	-0.397647413653846	-0.424955636346154	-0.692094857884615	-0.270894677575	-0.415693175384615	-0.415333389173077	-0.363186151538462	-0.424682470192308	0.0550567025076923	0.0194890950384615
17	"LAYING"	0.0769376257820513	0.00578916521089744	0.00586978261889744	-0.980815680512821	-0.979449311538461	-0.973627155512821	-0.978837047051282	-0.974500783589744	-0.980642843974359	-0.978882723974359	-0.971124159871795	-0.982823883076923	-0.981809691025641	-0.974674907820513	0.107200517048718	0.0069996200180641	0.0388153627384615	-0.974351373717949	-0.973806051538462	0.268912198739744	-0.0370738372641026
17	"SITTING"	0.0768671621527778	0.0148338232684722	0.000257854017638888	-0.976286679444444	-0.962219452777778	-0.976327426666667	-0.973274366805556	-0.970301646111111	-0.976891804583333	-0.963054247083333	-0.972939551944444	-0.977786782222222	-0.96399042625	-0.978327769444444	0.147680902402778	-0.211341156344444	-0.0896276806138889	-0.969178686666667	-0.970823336388889	0.22911153675	0.00766235295972222
17	"STANDING"	0.0753131601898734	0.00907363218518987	-0.00267810077607595	-0.968604559620253	-0.933768175063291	-0.969765362025316	-0.959551987468354	-0.954068391518987	-0.968513715189873	-0.93516897835443	-0.964751238734177	-0.971672796708861	-0.936991280253165	-0.973572051898734	0.146890848677215	-0.350627823255696	-0.119606462673418	-0.952727765189873	-0.954963155316456	0.133307643270886	0.0150505403316456
17	"WALKING"	0.0936060484358974	0.0248108105564103	0.000137378266666665	-0.366822823076923	-0.198644619192308	-0.552584692051282	-0.31638831	-0.389701642051282	-0.394293226153846	-0.283172036692308	-0.522957505641026	-0.394907813589744	-0.160548116641026	-0.580169951794872	-0.337160695384615	-0.425288772384615	-0.339473520046154	-0.36921406025641	-0.421216788205128	0.0912720489564103	-0.0919996506923077
17	"WALKING_DOWNSTAIRS"	0.0807649938326087	0.0237730814891304	0.00238330676086956	-0.0573110862065217	-0.110611500891304	-0.434050544347826	-0.140466770445652	-0.0743754750304348	-0.0726426419326087	-0.149409497217391	-0.366503986673913	-0.12846229673913	-0.129424612008696	-0.501984476304348	-0.314650699326087	-0.372803388478261	-0.131681424527174	-0.0295887071130435	-0.142567765195652	0.0977028383456522	-0.0162684425434783
17	"WALKING_UPSTAIRS"	0.0706746890833333	0.012716618025	0.0104550832574074	-0.418984482777778	-0.405512761851852	-0.645196608333333	-0.46436813037037	-0.403981169259259	-0.4485494	-0.426240111296296	-0.610339842407407	-0.440438674259259	-0.424451887592593	-0.679476897777778	-0.31225960457963	-0.372892045981481	-0.371837901148148	-0.399087291296296	-0.415316323703704	0.149901314638889	0.0523464973407407
18	"LAYING"	0.0766645337017544	0.0122193853629825	0.00277690502070175	-0.985259108596491	-0.972777455263158	-0.982111784210526	-0.983330628421053	-0.976504858596491	-0.984884874385965	-0.973882496666667	-0.979564844210526	-0.987122678245614	-0.973486716315789	-0.983302949122807	0.178104551486316	0.00344999603508772	0.0300169449866667	-0.976940774561403	-0.975126531403509	0.29574789545614	0.00143538724210526
18	"SITTING"	0.0761777324716981	-0.000213838552075472	0.00833400761716981	-0.980335163584906	-0.966766643396226	-0.983441609622641	-0.97935563509434	-0.974511726792453	-0.980831750377358	-0.967454617735849	-0.981124861320755	-0.981607942075472	-0.968421475660377	-0.984349606792453	0.153320197518868	-0.0805058031716981	0.0755982625849057	-0.975315331509434	-0.972289134150943	0.192259107913208	-0.010568244054717
18	"STANDING"	0.0760097721914894	0.0124130965551064	-0.00074591623212766	-0.992527404255319	-0.979428279574468	-0.990132989574468	-0.989242377234043	-0.988853960638298	-0.992385450851064	-0.979287024255319	-0.988460788085106	-0.993414564042553	-0.981185823617021	-0.990378149574468	0.312171839674468	-0.0305094144893617	0.120740566368085	-0.988636595319149	-0.98802123106383	0.333098929765957	-0.0139522134659574
18	"WALKING"	0.0836090929233766	0.0031341265025974	0.00142071998584416	-0.387280971038961	-0.078937387	-0.602200827155844	-0.307504227741299	-0.347078792519481	-0.420095209090909	-0.165864569649351	-0.575414195454545	-0.407978868441558	-0.0472714377181818	-0.627810435233766	-0.358501077467532	-0.414198405441558	-0.146392518107792	-0.324622114558442	-0.382728280272727	0.126607277997403	-0.0548705872844156
18	"WALKING_DOWNSTAIRS"	0.09308499465625	0.010583842771875	-0.0323913494515625	0.035520295071875	-0.0063929657109375	-0.41124806455	-0.047442185734375	-0.01543676609375	-0.00906092511875	-0.0573102856953125	-0.359600310051563	-0.0118330252109375	-0.018702796875	-0.462413076375	-0.303213708953125	-0.392814739046875	-0.250523217796875	0.032331386175	-0.089268530265625	0.0818092067651563	-0.00677869255625001
18	"WALKING_UPSTAIRS"	0.0940941547609091	-0.00799971660575757	-0.0200268673469697	-0.369075320469697	-0.308770941851515	-0.658269511560606	-0.388190963516667	-0.41220774280303	-0.403969391757576	-0.327161181930303	-0.627358478787879	-0.390525887560606	-0.337908641412121	-0.687648833787879	-0.340576687833333	-0.421002719090909	-0.456024688348485	-0.369016959393939	-0.479965975454545	0.111535256363636	-0.0928089903575758
19	"LAYING"	0.0733122900450704	0.0116948195794366	0.00267040884070423	-0.990957288873239	-0.988362717042254	-0.992108562816901	-0.991904057183099	-0.992740675633803	-0.991120513380282	-0.988214824929577	-0.990446671267606	-0.991573369295775	-0.989444213661972	-0.992426198169014	0.134454181110986	0.124473677104225	0.161002141595775	-0.992413714929577	-0.992131244225352	0.479601410802817	-0.0117334157073239
19	"SITTING"	0.0745438102516667	0.00598531404666667	0.003167700952	-0.993525560333333	-0.9840551	-0.990168733	-0.990719807666667	-0.990531729333333	-0.993445760166667	-0.983883193	-0.988470241	-0.9942201755	-0.985493318833333	-0.990445861666667	0.277955332916667	0.0277396724596667	0.11719232372	-0.990093703833333	-0.989822909333333	0.33623279745	0.00583557285
19	"STANDING"	0.0753052530307692	0.0115104978664615	0.000332894985246154	-0.993652820615385	-0.983338157846154	-0.990593859692308	-0.990785419538462	-0.990495689538462	-0.993736906	-0.983194980615385	-0.988541579384615	-0.994123423538462	-0.984782782307692	-0.991316374615385	0.303254910076923	-0.0558737239646154	0.148596745	-0.989793892615385	-0.990327934615385	0.388020547984615	0.0217420439907692
19	"WALKING"	0.0833857957571429	0.0240338637	-0.00589127806857143	-0.25550921923	-0.120589564084286	-0.471570662857143	-0.247075078042857	-0.220119207642857	-0.260420713028571	-0.14745734201	-0.412494393428571	-0.3197118564	-0.15537140095	-0.530310965142857	-0.262027529105714	-0.217801208042857	-0.0844123647671429	-0.1873585244	-0.269701924585714	0.0344374886299571	-0.01177521442
19	"WALKING_DOWNSTAIRS"	0.0766457688826087	0.00819249801956522	-0.0167862262195652	0.016795341168913	0.0126593368021739	-0.441388428695652	-0.0739502728043478	0.000104608363043477	-0.00886154003260869	-0.0153628011956522	-0.377208881673913	-0.0497916733456522	-0.02790321395	-0.50547920826087	-0.279143253130435	-0.276336407847826	-0.12096273893913	0.030387463818913	-0.0484382001804348	0.0504248957	0.000339123565217395
19	"WALKING_UPSTAIRS"	0.0952420172904167	0.00994863547291666	-0.0102360731041667	-0.241044298395833	-0.339727667	-0.637949790833333	-0.347368569375	-0.290042933958333	-0.259029260666667	-0.363104664375	-0.594494665208333	-0.2930605544375	-0.3599832125	-0.681364534375	-0.280152802854167	-0.382397248333333	-0.4114714451875	-0.2548643490625	-0.345000017291667	0.0992621308875	-0.0475381026458333
20	"LAYING"	0.098140384845098	-0.00831507059607843	-0.0323601505045098	-0.971473557058824	-0.96812761745098	-0.972431855490196	-0.972576392941176	-0.966450909019608	-0.972010709215686	-0.969342124313725	-0.968593195686275	-0.973491388039216	-0.969113291372549	-0.97491443	-0.158599091641176	-0.231153333607843	-0.0887922483196078	-0.96798859627451	-0.963607433921569	0.175722996629412	0.0116599807576471
20	"SITTING"	0.0741878844074074	-0.00436185985848148	-0.0105744513096296	-0.980890655185185	-0.967828356296296	-0.976133383518519	-0.976521006111111	-0.973343388888889	-0.981566649444444	-0.968951769814815	-0.97275196962963	-0.981920831111111	-0.968943674259259	-0.978180020925926	0.00357106024444444	-0.232143578944444	-0.149511316833333	-0.972985342962963	-0.972959409444444	0.19841410045	0.014669054387037
20	"STANDING"	0.0738536947579518	0.00506448893839759	-0.0069779590023012	-0.980779359518072	-0.967156879879518	-0.975131582168675	-0.975831713493976	-0.973699266987952	-0.980736922650602	-0.967774011566265	-0.971519810120482	-0.982645273855422	-0.968885114216868	-0.977499588795181	0.0826833481903615	-0.219455811443374	-0.032748008646988	-0.973388571204819	-0.973057166144578	0.230927226528916	0.0173142915614458
20	"WALKING"	0.0720877913452542	0.024116023559322	0.0199723036949153	-0.454497019661017	-0.344339569152542	-0.472791088644068	-0.377293155084746	-0.439746918474576	-0.472360616779661	-0.376766600508475	-0.415899179152542	-0.484797709830508	-0.353526894237288	-0.528889535084746	-0.255900962474576	-0.363463832288136	-0.323114421728814	-0.431591453389831	-0.453426008983051	0.164708200554237	0.00846107225254238
20	"WALKING_DOWNSTAIRS"	0.0428631626711111	0.0291339421022222	0.0104952601188889	0.0129597549231111	0.192791766468889	-0.133634060621778	0.0353601375466667	0.194708838913556	-0.0337820458644444	0.164775056133333	-0.0248789805888889	-0.0302396365755556	0.138737970022222	-0.244857128202222	-0.2710115324	-0.306938978377778	-0.295300085844444	0.186223478065556	0.194263424111111	-0.00170923580888889	0.106421773333333
20	"WALKING_UPSTAIRS"	0.0845771938064516	-0.0152774705919355	-0.00308015823064516	-0.384345735	-0.351650673822581	-0.387247190532258	-0.31763780918871	-0.357590432016129	-0.40265862516129	-0.364301886258065	-0.329151098870968	-0.421361479516129	-0.383902964772581	-0.444543432741935	-0.292447365435484	-0.477655600645161	-0.514287516129032	-0.3151457155	-0.421715478729032	0.0328260891209677	-0.0145030611451613
21	"LAYING"	0.0752196666428571	0.0107680190087143	-0.000374189681428571	-0.977463775571429	-0.971049778142857	-0.979517896142857	-0.97923282	-0.969642290285714	-0.976887901571429	-0.971696279857143	-0.975632420428571	-0.980350748142857	-0.972434196714286	-0.982281553142857	0.0410381510042857	-0.141961208041714	0.0650536847772571	-0.969949269571429	-0.968087778	0.172121086168571	0.0369006013185714
21	"SITTING"	0.0760057731790323	0.00975692523887097	-0.00278161828080645	-0.988864577419355	-0.980420928387097	-0.988164381290323	-0.987799055645161	-0.98605764	-0.988775436451613	-0.980405717258064	-0.985978315322581	-0.990017564516129	-0.981902116451613	-0.988971211935484	0.136689127145161	-0.127783839180645	-0.021487476616129	-0.985826330967742	-0.985294959032258	0.318768530887097	0.0458753732667742
21	"STANDING"	0.0752414472033898	0.0120860416340678	0.00190841458130508	-0.968430745254237	-0.957318881355932	-0.968897316101695	-0.971225190169491	-0.950762271186441	-0.967857589322034	-0.957434887457627	-0.962892627966102	-0.972216728644068	-0.960442360508475	-0.973954338305085	0.0608341046813559	-0.265980374040678	-0.0606641528305085	-0.953357615932203	-0.946639846949153	0.0494752816016949	0.00416689158813559
21	"WALKING"	0.0749746410864865	0.0200245814256757	-0.00504251253243243	-0.347710038	-0.252031605878108	-0.509075045675676	-0.333875063513514	-0.32246208577027	-0.359000559851351	-0.276984431324324	-0.451909041081081	-0.395559662567568	-0.276933450351351	-0.566147940675676	-0.257665191054054	-0.254283873094595	-0.166001877245946	-0.313713714878378	-0.338191595108108	0.0918918090860811	-0.0450326725175676
21	"WALKING_DOWNSTAIRS"	0.0829402877464286	-0.00362432211428572	-0.0104450067928571	-0.169025015514286	-0.15239634439881	-0.461925589642857	-0.24148835037381	-0.102476103657143	-0.178309091747619	-0.180944299340476	-0.395029414285714	-0.235923971738095	-0.180362756995238	-0.529681536428571	-0.302298241244048	-0.361963469016667	-0.159340540392857	-0.0952933947171429	-0.120305011892617	-0.0869428636746429	-0.0107831703214286
21	"WALKING_UPSTAIRS"	0.075071204479661	0.0104783444728814	-0.0161093980491525	-0.425315028427119	-0.546141563050847	-0.755508692881356	-0.524528930338983	-0.479661111440678	-0.451341589513559	-0.561085857966102	-0.731818251864407	-0.449674198864407	-0.561185289152542	-0.777687116440678	-0.439240490949153	-0.552151881186441	-0.635564320338983	-0.464775345694915	-0.502505291525424	-0.0197362196652542	0.0531622169491525
22	"LAYING"	0.0825972511666667	0.012254788451875	-0.00180264895625	-0.98587216875	-0.98317254125	-0.988442014375	-0.987741696041667	-0.98551807625	-0.985813630833333	-0.982768250416667	-0.986197134583333	-0.987250255833333	-0.984987392916667	-0.989345368541667	0.159808328563875	0.1212064240125	0.190558218145833	-0.985374114791667	-0.984568489166667	0.3417585745	-0.00635557646875
22	"SITTING"	0.0722564387173913	0.0116954511323913	0.00760546929869565	-0.988055854130435	-0.977983955434783	-0.98751821173913	-0.986774713043478	-0.984475868043478	-0.987848793695652	-0.977139702826087	-0.985129050217391	-0.989459107391304	-0.980804228478261	-0.988570804130435	0.305546818084783	0.0262448647134783	0.0929030630369565	-0.983874698913043	-0.984124185869565	0.280062423956522	-0.00339286689565217
22	"STANDING"	0.0747588597592593	0.0103291774794444	-0.00837158846722222	-0.981085715555556	-0.97105943962963	-0.982841446481482	-0.980489077407407	-0.976675280185185	-0.980973241666667	-0.970851337962963	-0.979775152037037	-0.983007923703704	-0.973520241111111	-0.984599905185185	0.331449281481482	-0.0569368291814815	0.0396498183462963	-0.977065295555556	-0.97516046	0.304871865218519	0.0411822244577778
22	"WALKING"	0.0618080696279661	0.0182492679288136	0.00789533706610169	-0.277530462620339	-0.0166022362847458	-0.586090418983051	-0.281424153881356	-0.164150985127119	-0.304615322881356	-0.0787640836610169	-0.554956709661017	-0.31431306340678	-0.0153329520084746	-0.615898188474576	-0.0727101584479661	-0.263574018186441	-0.254846438755932	-0.169064352813559	-0.164091969449153	0.20750092670339	0.0534005800847458
22	"WALKING_DOWNSTAIRS"	0.121825029832041	-0.00974833690408163	-0.0216495682346939	0.139151912942857	0.12715662402449	-0.341664036326531	-0.000583153316326532	0.228417648387755	0.13269366484898	0.0956278935061224	-0.271334141265306	0.0393348017693878	0.0823134484693878	-0.411792118163265	-0.146130224693878	-0.359736681673469	-0.22539097877551	0.221834837961224	0.225332624071429	0.0076688557877551	-0.0321339937755102
22	"WALKING_UPSTAIRS"	0.0574074385792308	-0.0137574654646154	0.0268266153692308	-0.357977611123077	-0.342519146410769	-0.622374941230769	-0.413863641538462	-0.333776760875385	-0.358113980953846	-0.348203838556923	-0.581621364307692	-0.418280866307692	-0.3841950776	-0.662458636153846	-0.220492808830769	-0.366850039538462	-0.461930936769231	-0.314402451523077	-0.364633321895385	-0.0550862940846154	0.0570995452107692
23	"LAYING"	0.0934494217777778	0.00693313213968519	-0.00641054328740741	-0.978302781111111	-0.942209488333333	-0.978511984259259	-0.970095771666667	-0.960786430740741	-0.978542457407407	-0.943969987222222	-0.975383329444444	-0.980079292592593	-0.944366881666667	-0.980261236296296	0.182436483157407	0.0987428836296296	0.0770211165	-0.96228712537037	-0.958037119259259	0.274027349574074	-0.0155037568068519
23	"SITTING"	0.0785897076428571	-0.00699030318671429	-0.011360381659	-0.979413509142857	-0.954214655	-0.979361426571429	-0.973623988142857	-0.967971983857143	-0.979492254	-0.953905077142857	-0.975604750571429	-0.981227297285714	-0.958161733857143	-0.981872479857143	0.205223664731571	-0.0831333792585714	-0.0192080161814286	-0.967558566714286	-0.967520216	0.253522955101	-0.0167626803355714
23	"STANDING"	0.0737658353871795	-0.00152622314760256	-0.0164509155585897	-0.973194388076923	-0.949074251025641	-0.974303242692308	-0.967356236153846	-0.96235358025641	-0.973140440128205	-0.948316589230769	-0.970288181923077	-0.975921174230769	-0.95399239051282	-0.977028818333333	0.180593602448718	-0.101281033642308	0.0258765811012821	-0.960953692948718	-0.963328142051282	0.193501884973077	-0.00766883810128205
